line,path,repo_name
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_cnn.py,JingJunYin/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,elingg/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,abhitopia/tensorflow
from sklearn import metrics,source.ml/jupyterhub.ml/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/text_classification.py,shareactorIO/pipeline
from sklearn import metrics,examples/text_classification_save_restore.py,dansbecker/skflow
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,elingg/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,kchodorow/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/text_classification_save_restore.py,chemelnucfin/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/text_classification_character_cnn.py,shiyemin/tensorflow
from sklearn import metrics,Reproducibility/reproducibilityClasses/ReproducibleWavelets.py,oursu/Reproducibility
from sklearn import metrics,KaggleCookingComparison.py,rupakc/Kaggle---What-s-Cooking
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,mengxn/tensorflow
from sklearn import metrics,examples/text/document_clustering.py,CforED/Machine-Learning
from sklearn import metrics,Archive/[14_10_10] DDEA sample code/df_data_analysis_ver5.py,TinyOS-Camp/DDEA-DEV
from sklearn import metrics,evaluation/confusion.py,rizkiarm/LipNet
from sklearn import metrics,feat_AUC.py,chengweitsai/AUC-opt-DNN
from sklearn import metrics,deep/tf/basics/iris_custom_model.py,LogicWang/ml
from sklearn import metrics,poodle/pdl.py,jskDr/jamespy_py3
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,arborh/tensorflow
from sklearn import metrics,resnet.py,RPGOne/Skynet
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,pavelchristof/gomoku-ai
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,DCSaunders/tensorflow
from sklearn import metrics,predict.py,sempwn/salary-prediction
from sklearn import metrics,babysaver/evaluation.py,dssg/babies-public
from sklearn import metrics,tensorflow/examples/learn/mnist.py,tntnatbry/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/iris_save_restore.py,mdrumond/tensorflow
from sklearn import metrics,grading/kMeans-submissions.py,WhittKinley/aima-python
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,davidzchen/tensorflow
from sklearn import metrics,init.py,brillliantz/Quantitative_Finance
from sklearn import metrics,examples/small_mix_3d.py,clara-labs/spherecluster
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,ppries/tensorflow
from sklearn import metrics,runs/2016/dnn2016med_13/src/evaluation.py,rohit21122012/DCASE2013
from sklearn import metrics,Titanic/03_skflow.py,ym-bob/TensorFlowBook
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,johndpope/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,jeffzheng1/tensorflow
from sklearn import metrics,model.py,Newmu/text-generation
from sklearn import metrics,tensorflow/examples/learn/iris.py,odejesush/tensorflow
from sklearn import metrics,sklearn/neighbors/tests/test_lof.py,kevin-coder/scikit-learn-fork
from sklearn import metrics,cityhallmonitor/document_classifier/build_model_tree2.py,NUKnightLab/cityhallmonitor
from sklearn import metrics,ch08/chapter.py,danny200309/BuildingMachineLearningSystemsWithPython
from sklearn import metrics,java_predict_client/src/main/proto/tensorflow/examples/learn/text_classification_builtin_rnn_model.py,tobegit3hub/deep_cnn
from sklearn import metrics,model/random_forest/grid_search_with_randomforest.py,flyingpoops/kaggle-digit-recognizer-team-learning
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,adamtiger/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris.py,thjashin/tensorflow
from sklearn import metrics,lib/models/classify.py,codehacken/Kb4ML
from sklearn import metrics,tensorflow/examples/learn/boston.py,ArtsiomCh/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,gojira/tensorflow
from sklearn import metrics,main.py,sufengniu/thoughtVector
from sklearn import metrics,tensorflow/examples/skflow/text_classification_character_rnn.py,HaebinShin/tensorflow
from sklearn import metrics,tensorflow/examples/learn/boston.py,taknevski/tensorflow-xsmm
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,benoitsteiner/tensorflow
from sklearn import metrics,Archive/[14_09_12] DDEA_example_code/df_data_analysis_ver5 (Deokwoo Jung's conflicted copy 2014-06-17).py,TinyOS-Camp/DDEA-DEV
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,haeusser/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,zasdfgbnm/tensorflow
from sklearn import metrics,cervical-cancer-screening/models/src/HyperoptXGB-II.py,paulperry/kaggle
from sklearn import metrics,tensorflow/examples/learn/iris.py,asadziach/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,code-sauce/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,benoitsteiner/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/text_classification_builtin_rnn_model.py,ninotoshi/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,memo/tensorflow
from sklearn import metrics,tensorflow/examples/learn/boston.py,AndreasMadsen/tensorflow
from sklearn import metrics,serving/src/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/text_classification_builtin_rnn_model.py,fluxcapacitor/education.ml
from sklearn import metrics,ch03/rel_post_20news.py,xho95/BuildingMachineLearningSystemsWithPython
from sklearn import metrics,dependencies.py,TarinZ/whale-detector
from sklearn import metrics,MLNet-2.0/plotting/clustering/plot.py,bt3gl/MLNet-Classifying-Complex-Networks
from sklearn import metrics,python27/dlatk/regressionPredictor.py,dlatk/dlatk
from sklearn import metrics,tensorflow/examples/skflow/text_classification_character_cnn.py,caisq/tensorflow
from sklearn import metrics,src/imm_predict/predict.py,NCBI-Hackathons/Cancer_Epitopes_CSHL
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,GehenHe/Recognize-Face-on-Android
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,odejesush/tensorflow
from sklearn import metrics,PEBC.py,sina5/QueryExpansion
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,paolodedios/tensorflow
from sklearn import metrics,neural_network/train.py,peerdavid/social-neural-network
from sklearn import metrics,notebooks/solutions/04_svm_rf.py,pprett/sklearn_pycon2014
from sklearn import metrics,tensorflow/examples/learn/iris.py,seaotterman/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,nikste/tensorflow
from sklearn import metrics,tensorflow/contrib/tensorflow-master/tensorflow/examples/learn/multiple_gpu.py,AsimmHirani/ISpyPi
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,sjperkins/tensorflow
from sklearn import metrics,serving/src/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/mnist_weights.py,fluxcapacitor/education.ml
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,petewarden/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,maciekcc/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,Intel-tensorflow/tensorflow
from sklearn import metrics,baselearners/tf/active_run.py,gvanhorn38/active_neurofinder
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,guschmue/tensorflow
from sklearn import metrics,predict2016/garbage/flask.py,znagler/znagler.github.io
from sklearn import metrics,scikit-learn-0.17.1-1/examples/cluster/plot_dbscan.py,RPGOne/Skynet
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_cnn.py,chris-chris/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,jhaux/tensorflow
from sklearn import metrics,Archive/[14_10_10] DDEA sample code/df_data_analysis_ver4.py,TinyOS-Camp/DDEA-DEV
from sklearn import metrics,astronet/visualization/base.py,Caseyftw/astronet
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,juharris/tensorflow
from sklearn import metrics,cervical-cancer-screening/models/src/Nolearn-I.py,paulperry/kaggle
from sklearn import metrics,analysis/medias.py,jwheatp/twitter-riots
from sklearn import metrics,module45/CCCCC_64_32.py,KennyCandy/HAR
from sklearn import metrics,rojak-analyzer/rojak_svm.py,reinarduswindy/rojak
from sklearn import metrics,tensorflow/examples/skflow/text_classification_save_restore.py,wchan/tensorflow
from sklearn import metrics,algorithm_examples/neural_network_example.py,NZubia/DataMiningUACH
from sklearn import metrics,tensorflow/examples/learn/mnist.py,pavelchristof/gomoku-ai
from sklearn import metrics,Clustering/helpers/processClusters/drawGrill.py,mjescobar/RF_Estimation
from sklearn import metrics,java_predict_client/src/main/proto/tensorflow/examples/learn/iris.py,tobegit3hub/deep_cnn
from sklearn import metrics,tensorflow/examples/learn/mnist.py,benoitsteiner/tensorflow-opencl
from sklearn import metrics,python/classification/performance_measurements.py,peter-kiechle/tactile-sensors
from sklearn import metrics,tensorflow/examples/learn/iris.py,code-sauce/tensorflow
from sklearn import metrics,Titanic.py,rupakc/Kaggle-Titanice-Machine-Learning-for-Disaster
from sklearn import metrics,ex3-multi-class-classification/1_logistic_regression.py,themech/Machine-Learning-Coursera-Tensorflow
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,sugartom/tensorflow-alien
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,okuchaiev/tensorflow-float16
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,laszlocsomor/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,nanditav/15712-TensorFlow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,kevin-coder/tensorflow-fork
from sklearn import metrics,examples/gmdh_boston_houses.py,kvoyager/GmdhPy
from sklearn import metrics,rojak-analyzer/rojak_ovr_pair.py,bobbypriambodo/rojak
from sklearn import metrics,power_grid/network.py,ABM-project/power-grid
from sklearn import metrics,examples/plot_hdbscan.py,scikit-learn-contrib/hdbscan
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,yongtang/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/mnist_weights.py,caisq/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,laszlocsomor/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,lukeiwanski/tensorflow-opencl
from sklearn import metrics,pypge/evaluate.py,verdverm/pypge
from sklearn import metrics,jni-build/jni/include/tensorflow/examples/skflow/text_classification_builtin_rnn_model.py,natanielruiz/android-yolo
from sklearn import metrics,tensorflow/examples/learn/iris.py,DavidNorman/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,sandeepdsouza93/TensorFlow-15712
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,aselle/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,sjperkins/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,zasdfgbnm/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,XueqingLin/tensorflow
from sklearn import metrics,clustering-sklearn.py,gtrdp/twitter-clustering
from sklearn import metrics,mlclassification/classifier.py,naznadmn/ML.Classification
from sklearn import metrics,text_classification_builtin_rnn_model.py,RPGOne/Skynet
from sklearn import metrics,facerecognitionlibrary/jni-build/jni/include/tensorflow/examples/skflow/out_of_core_data_classification.py,ikaee/bfr-attendant
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,petewarden/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,kevin-coder/tensorflow-fork
from sklearn import metrics,Clustering/clustering/SpectralClustering.py,mjescobar/RF_Estimation
from sklearn import metrics,svm/test_sigmoid_svm.py,agadiraju/519finalproject
from sklearn import metrics,ch08/chapter.py,grimripper/BuildingMachineLearningSystemsWithPython
from sklearn import metrics,Archive/[14_09_12] DDEA_example_code/df_data_analysis_ver3.py,TinyOS-Camp/DDEA-DEV
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_cnn.py,sugartom/tensorflow-alien
from sklearn import metrics,python/sklearn/examples/document_classification_20newsgroups.py,seckcoder/lang-learn
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,yongtang/tensorflow
from sklearn import metrics,src/models_and_data.py,Noahs-ARK/ARKcat
from sklearn import metrics,src/python/blackbox_kmer.py,algomaus/PAEC
from sklearn import metrics,tensorflow/examples/learn/boston.py,AnishShah/tensorflow
from sklearn import metrics,py/plot_kmeans_wm_ms.py,juanprietob/ExtractMSLesion
from sklearn import metrics,src/RGBDHand/src/IncrementalSecondVersion.py,pazagra/catkin_ws
from sklearn import metrics,lib/Clasif_atlas_no_def3_CV_regiones_W.py,juanka1331/VAN-applied-to-Nifti-images
from sklearn import metrics,script/TemplateClassifier.py,zhangfengesri/MLPython
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,benoitsteiner/tensorflow-opencl
from sklearn import metrics,code/abalone.py,agdestine/machine-learning
from sklearn import metrics,scripts/supervised.py,SpatialTranscriptomicsResearch/st_analysis
from sklearn import metrics,tensorflow/examples/learn/mnist.py,brchiu/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/mnist_weights.py,MostafaGazar/tensorflow
from sklearn import metrics,sklearn/neighbors/tests/test_neighbors.py,jjx02230808/project0223
from sklearn import metrics,astronet/util/plot.py,Caseyftw/astronet
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,brchiu/tensorflow
from sklearn import metrics,ExtraTrees.py,timestocome/titanic-windows
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,code-sauce/tensorflow
from sklearn import metrics,scikit-learn-c604ac39ad0e5b066d964df3e8f31ba7ebda1e0e/examples/cluster/plot_dbscan.py,RPGOne/Skynet
from sklearn import metrics,sentences/sent_annotation.py,mramire8/active
from sklearn import metrics,help/origin.py,KennyCandy/HAR
from sklearn import metrics,_module123/HAR_v4_3.py,KennyCandy/HAR
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,laosiaudi/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/resnet.py,TakayukiSakai/tensorflow
from sklearn import metrics,detect_rap.py,drsaunders/RapDetector
from sklearn import metrics,sklearn/neighbors/tests/test_neighbors.py,mjudsp/Tsallis
from sklearn import metrics,release/python/0.4.1/crankshaft/crankshaft/segmentation/segmentation.py,CartoDB/crankshaft
from sklearn import metrics,tensorflow/examples/skflow/mnist.py,dhalleine/tensorflow
from sklearn import metrics,PizzaPOSModel.py,rupakc/Kaggle-Random-Acts-of-Pizza
from sklearn import metrics,src/shape_learning/shape_modeler.py,chili-epfl/shape_learning
from sklearn import metrics,examples/text_classification_character_cnn.py,dansbecker/skflow
from sklearn import metrics,analysis/test_doc2vec.py,jwheatp/twitter-riots
from sklearn import metrics,utils/utils.py,JBed/Fire_Findr_Lasagne
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,paolodedios/tensorflow
from sklearn import metrics,term_matrix.py,mrrizal/TextProcessing
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,karllessard/tensorflow
from sklearn import metrics,build_model_xg.py,joshpeng/Network-Intrusions-Flask
from sklearn import metrics,test_data/python_cluster.py,valix25/H4H
from sklearn import metrics,output_eval_files.py,ahealy19/F-IDE-2016
from sklearn import metrics,LABORATORIO_PREDICCION/regression.py,dsapandora/simulacion
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,AnishShah/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,suiyuan2009/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,jhseu/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,ageron/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,dendisuhubdy/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/mnist_weights.py,jalexvig/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,xzturn/tensorflow
from sklearn import metrics,notebooks/solutions/04_svm_rf.py,wkuling/sklearn_pycon2014
from sklearn import metrics,tensorflow/examples/learn/mnist.py,adamtiger/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,JVillella/tensorflow
from sklearn import metrics,python_tools/Commands/rootF1.py,StonyBrookNLP/stingysentiment
from sklearn import metrics,tensorflow/examples/learn/iris.py,ArtsiomCh/tensorflow
from sklearn import metrics,self_contained/gaze_categories.py,cpicanco/player_plugins
from sklearn import metrics,tensorflow/examples/skflow/text_classification_save_restore.py,panmari/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,DCSaunders/tensorflow
from sklearn import metrics,lib/libscores.py,djajetic/AutoML3
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,xzturn/tensorflow
from sklearn import metrics,heatsequer/analysis/annotationanalysis.py,amnona/heatsequer
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,yaroslavvb/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,JVillella/tensorflow
from sklearn import metrics,train_twitter_data.py,ngrudzinski/sentiment_analysis_437
from sklearn import metrics,jupyterhub.ml/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/text_classification_cnn.py,Resly/pipeline
from sklearn import metrics,tensorflow/examples/learn/boston.py,meteorcloudy/tensorflow
from sklearn import metrics,module123/CPC_16_32.py,KennyCandy/HAR
from sklearn import metrics,_module123/C_64_32.py,KennyCandy/HAR
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,whn09/tensorflow
from sklearn import metrics,DigitRecognizer/digitr.py,n7jti/kaggle
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,laszlocsomor/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,alsrgv/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,okuchaiev/tensorflow-float16
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,brchiu/tensorflow
from sklearn import metrics,tools/tutorial.py,alexksikes/elasticsearch-vectorize
from sklearn import metrics,cervical-cancer-screening/models/xgb_model.py,paulperry/kaggle
from sklearn import metrics,tensorflow/examples/learn/iris.py,AndreasMadsen/tensorflow
from sklearn import metrics,Recomender System/Recomender System/sparse_matrix_factorization_tests.py,TechnicHail/COMP188
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,annarev/tensorflow
from sklearn import metrics,predict_sales_regressions.py,IsFelix/python-cheatsheet
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,ibmsoe/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/mnist_weights.py,juharris/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,girving/tensorflow
from sklearn import metrics,Contrib/pzc/p_con.py,adalke/rdkit
from sklearn import metrics,naive_bayesion/naive_bayesion.py,imyeego/MLinPy
from sklearn import metrics,Archive/[14_09_12] DDEA_example_code/df_data_analysis_ver6.py,TinyOS-Camp/DDEA-DEV
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,llhe/tensorflow
from sklearn import metrics,user_study/study.py,mramire8/structured
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,sjperkins/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/resnet.py,peterbraden/tensorflow
from sklearn import metrics,experiment/unc_fixk.py,mramire8/active
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,AndreasMadsen/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,nanditav/15712-TensorFlow
from sklearn import metrics,tensorflow/examples/learn/boston.py,laszlocsomor/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,tntnatbry/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,kevin-coder/tensorflow-fork
from sklearn import metrics,tensorflow/examples/learn/boston.py,DavidNorman/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,scenarios/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,pavelchristof/gomoku-ai
from sklearn import metrics,DAT4/code/19_advanced_sklearn.py,nafis/DS-III-Science
from sklearn import metrics,affdex_nn.py,gitaalva/samplerepo
from sklearn import metrics,mimic3models/metrics.py,YerevaNN/mimic3-benchmarks
from sklearn import metrics,tensorflow/examples/learn/iris.py,zasdfgbnm/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/text_classification_cnn.py,shakamunyi/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,annarev/tensorflow
from sklearn import metrics,runs/2013/xgboost100/src/evaluation.py,rohit21122012/DCASE2013
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,nanditav/15712-TensorFlow
from sklearn import metrics,tensorflow/tensorflow/examples/skflow/mnist_weights.py,SubhasisDutta/WireframeTagging
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_cnn.py,kchodorow/tensorflow
from sklearn import metrics,tensorflow/examples/learn/boston.py,anand-c-goog/tensorflow
from sklearn import metrics,bin/mosquito-tree-cover.py,christobal54/aei-grad-school
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,sandeepgupta2k4/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,sugartom/tensorflow-alien
from sklearn import metrics,doc/solutions/exercise_01.py,rain1024/sklearn_tutorial
from sklearn import metrics,ml/language_detector.py,dpachov/language-detector
from sklearn import metrics,acousticsim/clustering/network.py,mmcauliffe/python-acoustic-similarity
from sklearn import metrics,rojak-analyzer/rojak_ovr.py,CodeRiderz/rojak
from sklearn import metrics,feature_selection_using_cmeans.py,achyudhk/Ensemble-Text-Classification
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,ageron/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,zycdragonball/tensorflow
from sklearn import metrics,vis.py,johnmartinsson/bird-species-classification
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,jendap/tensorflow
from sklearn import metrics,sentences/sent_rnd.py,mramire8/active
from sklearn import metrics,kuan/e04.py,ysmiraak/snlp2017_solutions
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,kchodorow/tensorflow
from sklearn import metrics,Phase0/libscores.py,abhishekkrthakur/AutoML
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_cnn.py,ageron/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris.py,hsaputra/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,sandeepgupta2k4/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,pierreg/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,Mistobaan/tensorflow
from sklearn import metrics,svm/test_svms_count.py,agadiraju/519finalproject
from sklearn import metrics,sklearn/neighbors/tests/test_neighbors.py,CforED/Machine-Learning
from sklearn import metrics,fsa/dev/optimizer.py,bobflagg/sentiment-analysis
from sklearn import metrics,serving/src/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/text_classification_character_rnn.py,fluxcapacitor/education.ml
from sklearn import metrics,jni-build/jni/include/tensorflow/examples/skflow/hdf5_classification.py,natanielruiz/android-yolo
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,alsrgv/tensorflow
from sklearn import metrics,fastFM/tests/test_sgd.py,ibayer/fastFM-fork
from sklearn import metrics,gui.py,yhalpern/anchorExplorer
from sklearn import metrics,tensorflow/examples/learn/multiple_gpu.py,cxxgtxy/tensorflow
from sklearn import metrics,src/python/predict_category_score.py,sandeep82945/audience-predictor
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,aam-at/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_decay_dnn.py,thesuperzapper/tensorflow
from sklearn import metrics,dbscan.py,pratikac/python
from sklearn import metrics,java_predict_client/src/main/proto/tensorflow/examples/learn/multiple_gpu.py,tobegit3hub/deep_cnn
from sklearn import metrics,cdsw_usecases/06_sfo_crimerate/01_sfo_crimerate_RF.py,ravi9/aaisg-cdsw
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,cancan101/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,thesuperzapper/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris.py,meteorcloudy/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/boston.py,mrry/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/text_classification_character_rnn.py,rew4332/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,DavidNorman/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,hfp/tensorflow-xsmm
from sklearn import metrics,tensorflow/examples/learn/iris.py,xzturn/tensorflow
from sklearn import metrics,tensorflow/examples/skflow/out_of_core_data_classification.py,juharris/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,jeffzheng1/tensorflow
from sklearn import metrics,source.ml/jupyterhub.ml/notebooks/zz_old/TensorFlow/SkFlow_DEPRECATED/mnist_weights.py,shareactorIO/pipeline
from sklearn import metrics,analysis/training_and_predict.py,lorenanicole/pytennessee
from sklearn import metrics,tensorflow/examples/skflow/text_classification_save_restore.py,Pingjun/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,MycChiu/tensorflow
from sklearn import metrics,tensorflow/examples/learn/iris_custom_model.py,thesuperzapper/tensorflow
from sklearn import metrics,colony/system/kmeans.py,iofun/colony
from sklearn import metrics,rojak-analyzer/rojak_svm.py,rawgni/rojak
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,jbedorf/tensorflow
from sklearn import metrics,src/core.py,iliavolyova/evo-clustering
from sklearn import metrics,src/engine2.py,gabrielspadon/SCC5948_DataScience
from sklearn import metrics,tensorflow/examples/learn/text_classification.py,admcrae/tensorflow
from sklearn import metrics,module45/CCCCC_16_32.py,KennyCandy/HAR
from sklearn import metrics,tensorflow/examples/learn/text_classification_cnn.py,memo/tensorflow
from sklearn import metrics,tensorflow/examples/learn/text_classification_character_rnn.py,renyi533/tensorflow
from sklearn import metrics,Trainers/learner.py,tpsatish95/Universal-MultiDomain-Sentiment-Classifier
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,memo/tensorflow
from sklearn import metrics,tensorflow/examples/learn/hdf5_classification.py,sandeepgupta2k4/tensorflow
from sklearn import metrics,doc/tutorial/text_analytics/skeletons/exercise_01_language_train_model.py,CforED/Machine-Learning
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,gunan/tensorflow
from sklearn import metrics,Deopen_regression.py,kimmo1019/Deopen
from sklearn import metrics,examples/text_classification_character_rnn.py,dansbecker/skflow
from sklearn import metrics,tensorflow/examples/learn/iris_run_config.py,petewarden/tensorflow
from sklearn import metrics,projects/scikit-learn-master/examples/text/document_clustering.py,DailyActie/Surrogate-Model
from sklearn import metrics,tensorflow/examples/learn/iris_val_based_early_stopping.py,jeffzheng1/tensorflow
from sklearn import metrics,tensorflow/examples/learn/mnist.py,byronyi/tensorflow
from sklearn import metrics,decision_tree/dt_author_id.py,lucasosouza/introML
from sklearn import metrics,Sample_Run/our_DCI/Eval_Calculate_Performance.py,yashchandak/GNN
from sklearn import metrics,tensorflow/examples/learn/iris.py,calebfoss/tensorflow
from sklearn import metrics,clustering.py,seekshreyas/obidroid
from sklearn import metrics,ch08/averaged.py,classicboyir/BuildingMachineLearningSystemsWithPython
